Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","434","Libya","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2016","2016","kcal/cap/d","18","E","Estimated value",""
"FS","Suite of Food Security Indicators","434","Libya","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2017","2017","kcal/cap/d","24","E","Estimated value",""
"FS","Suite of Food Security Indicators","434","Libya","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","22","E","Estimated value",""
"FS","Suite of Food Security Indicators","434","Libya","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2019","2019","kcal/cap/d","27","E","Estimated value",""
"FS","Suite of Food Security Indicators","434","Libya","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2020","2020","kcal/cap/d","29","E","Estimated value",""
"FS","Suite of Food Security Indicators","434","Libya","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/cap/d","24","E","Estimated value",""
"FS","Suite of Food Security Indicators","434","Libya","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2022","2022","kcal/cap/d","30","E","Estimated value",""
"FS","Suite of Food Security Indicators","434","Libya","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2023","2023","kcal/cap/d","27","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","5.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","5.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","5.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","4.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","4.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","4.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","4.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","4.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","4.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","4.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","4.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","4.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","4.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","3.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","3.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","3.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","3.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","3.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","4.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","5.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","6.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","6.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","7","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2001","2001","kcal/cap/d","51","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2002","2002","kcal/cap/d","51","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2003","2003","kcal/cap/d","48","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2004","2004","kcal/cap/d","23","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2005","2005","kcal/cap/d","36","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2006","2006","kcal/cap/d","26","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2007","2007","kcal/cap/d","20","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2008","2008","kcal/cap/d","18","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2009","2009","kcal/cap/d","24","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2010","2010","kcal/cap/d","23","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2011","2011","kcal/cap/d","22","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2012","2012","kcal/cap/d","16","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2013","2013","kcal/cap/d","14","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2014","2014","kcal/cap/d","15","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2015","2015","kcal/cap/d","24","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2016","2016","kcal/cap/d","16","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2017","2017","kcal/cap/d","21","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","22","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2019","2019","kcal/cap/d","22","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2020","2020","kcal/cap/d","21","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/cap/d","27","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2022","2022","kcal/cap/d","24","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2023","2023","kcal/cap/d","28","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2000","2000","%","42","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2001","2001","%","42","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2002","2002","%","42","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2003","2003","%","43","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2004","2004","%","43","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2005","2005","%","44","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2006","2006","%","44","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2007","2007","%","45","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2008","2008","%","48","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2009","2009","%","51","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2010","2010","%","54","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2011","2011","%","56","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2012","2012","%","60","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2013","2013","%","63","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2014","2014","%","66","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2015","2015","%","68","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2016","2016","%","70","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2017","2017","%","72","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2018","2018","%","73","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2019","2019","%","74","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2020","2020","%","74","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2021","2021","%","75","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","504","Morocco","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2022","2022","%","75","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","4","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","4.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","4.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","4.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","4","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","4","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","3.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","3.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","3.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","3.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","3.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","3.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","3.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","2.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","2.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","2.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","2.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","<2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","2.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","3.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","3.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20222024","2022-2024","%","3","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2001","2001","kcal/cap/d","61","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2002","2002","kcal/cap/d","54","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2003","2003","kcal/cap/d","72","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2004","2004","kcal/cap/d","71","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2005","2005","kcal/cap/d","27","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2006","2006","kcal/cap/d","28","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2007","2007","kcal/cap/d","25","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2008","2008","kcal/cap/d","18","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2009","2009","kcal/cap/d","22","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2010","2010","kcal/cap/d","29","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2011","2011","kcal/cap/d","23","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2012","2012","kcal/cap/d","23","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2013","2013","kcal/cap/d","19","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2014","2014","kcal/cap/d","22","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2015","2015","kcal/cap/d","9","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2016","2016","kcal/cap/d","10","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2017","2017","kcal/cap/d","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","11","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2019","2019","kcal/cap/d","16","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2020","2020","kcal/cap/d","33","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/cap/d","45","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2022","2022","kcal/cap/d","41","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2023","2023","kcal/cap/d","35","E","Estimated value",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2000","2000","%","72","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2001","2001","%","72","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2002","2002","%","72","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2003","2003","%","73","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2004","2004","%","73","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2005","2005","%","73","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2006","2006","%","74","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2007","2007","%","74","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2008","2008","%","74","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2009","2009","%","74","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2010","2010","%","74","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2011","2011","%","75","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2012","2012","%","75","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2013","2013","%","76","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2014","2014","%","76","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2015","2015","%","76","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2016","2016","%","77","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2017","2017","%","76","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2018","2018","%","75","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2019","2019","%","75","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2020","2020","%","74","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2021","2021","%","74","X","Figure from external organization",""
"FS","Suite of Food Security Indicators","788","Tunisia","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2022","2022","%","74","X","Figure from external organization",""
